# Generated by mutants.py -- what legend-engine does with each damaged fixture.
# NOT a correctness oracle: it records behaviour, not what behaviour should be.
# legend-lite must produce the same verdict for the same input.
# fixture	operator	site	verdict	message
t2-memsql.pure	duplicate-field	store: fixture::ms::Db;	REJECTED	Field 'store' should be specified only once
t2-memsql.pure	duplicate-field	type: MemSQL;	REJECTED	Field 'type' should be specified only once
t2-memsql.pure	duplicate-field	host: 'localhost';	REJECTED	Field 'host' should be specified only once
t2-memsql.pure	keyword-lowercase	Config -> config	ACCEPTED	
t2-memsql.pure	keyword-lowercase	Conn -> conn	ACCEPTED	
t2-memsql.pure	keyword-lowercase	Connection -> connection	ACCEPTED	
t2-memsql.pure	swap-siblings	store: fixture::ms::Db;	ACCEPTED	
t2-memsql.pure	swap-siblings	host: 'localhost';	ACCEPTED	
t2-memsql.pure	swap-siblings	port: '3306';	ACCEPTED	
t2-memsql.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
t2-mongodb.pure	brace-body-to-paren	line at 3612	REJECTED	Unexpected token '('
t2-mongodb.pure	brace-body-to-paren	line at 3937	REJECTED	Unexpected token '('
t2-mongodb.pure	delete-field	validationLevel: strict;	ACCEPTED	
t2-mongodb.pure	delete-field	validationAction: error;	ACCEPTED	
t2-mongodb.pure	delete-field	validationLevel: moderate;	ACCEPTED	
t2-mongodb.pure	drop-semicolon	validationAction: error;	REJECTED	no viable alternative at input 'CollectionPerson(validationLevel:strict;validationAction:errorjsonSchema'
t2-mongodb.pure	drop-semicolon	validationLevel: moderate;	REJECTED	no viable alternative at input 'Collection"firm-data"(validationLevel:moderatevalidationAction'
t2-mongodb.pure	drop-semicolon	validationLevel: strict;	REJECTED	no viable alternative at input 'CollectionPerson(validationLevel:strictvalidationAction'
t2-mongodb.pure	duplicate-field	validationLevel: strict;	REJECTED	no viable alternative at input 'CollectionPerson(validationLevel:strict;validationLevel'
t2-mongodb.pure	duplicate-field	validationAction: error;	REJECTED	no viable alternative at input 'CollectionPerson(validationLevel:strict;validationAction:error;validationAction'
t2-mongodb.pure	duplicate-field	validationLevel: moderate;	REJECTED	no viable alternative at input 'Collection"firm-data"(validationLevel:moderate;validationLevel'
t2-mongodb.pure	island-close-plain	offset 3886	REJECTED	Unexpected token
t2-mongodb.pure	island-close-plain	offset 4068	REJECTED	Unexpected token
t2-mongodb.pure	keyword-lowercase	BaseDb -> baseDb	ACCEPTED	
t2-mongodb.pure	keyword-lowercase	Collection -> collection	ACCEPTED	
t2-mongodb.pure	keyword-lowercase	Conn -> conn	ACCEPTED	
t2-mongodb.pure	paren-body-to-brace	line at 2238	REJECTED	Unexpected token '{'
t2-mongodb.pure	paren-body-to-brace	line at 3152	REJECTED	Unexpected token '{'
t2-mongodb.pure	swap-siblings	validationLevel: strict;	REJECTED	no viable alternative at input 'CollectionPerson(validationAction:error;validationLevel'
t2-mongodb.pure	swap-siblings	validationLevel: moderate;	REJECTED	no viable alternative at input 'Collection"firm-data"(validationAction:warn;validationLevel'
t2-mongodb.pure	swap-siblings	database: legend_db;	ACCEPTED	
t2-mongodb.pure	wrong-section	MongoDB -> Text	REJECTED	Unexpected token 'Database'. Valid alternatives: ['Text']
t2-oracle.pure	brace-body-to-paren	line at 484	REJECTED	Unexpected token '('
t2-oracle.pure	delete-field	store: fixture::t2::Db;	ACCEPTED	
t2-oracle.pure	delete-field	type: Oracle;	REJECTED	Field 'type' is required
t2-oracle.pure	delete-field	host: 'host';	REJECTED	Field 'host' is required
t2-oracle.pure	drop-semicolon	type: Oracle;	REJECTED	Unexpected token
t2-oracle.pure	drop-semicolon	host: 'host';	REJECTED	Unexpected token
t2-oracle.pure	drop-semicolon	store: fixture::t2::Db;	REJECTED	Unexpected token
t2-oracle.pure	duplicate-field	store: fixture::t2::Db;	REJECTED	Field 'store' should be specified only once
t2-oracle.pure	duplicate-field	type: Oracle;	REJECTED	Field 'type' should be specified only once
t2-oracle.pure	duplicate-field	host: 'host';	REJECTED	Field 'host' should be specified only once
t2-oracle.pure	keyword-lowercase	Connection -> connection	REJECTED	'connection' is not a known section parser
t2-oracle.pure	keyword-lowercase	Oracle -> oracle	ACCEPTED	
t2-oracle.pure	keyword-lowercase	OracleFull -> oracleFull	ACCEPTED	
t2-oracle.pure	swap-siblings	store: fixture::t2::Db;	ACCEPTED	
t2-oracle.pure	swap-siblings	host: 'host';	ACCEPTED	
t2-oracle.pure	swap-siblings	port: 1234;	ACCEPTED	
t2-oracle.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
t2-persistence-batch.pure	brace-body-to-paren	line at 1934	REJECTED	Unexpected token '('
t2-persistence-batch.pure	brace-body-to-paren	line at 2532	REJECTED	Unexpected token '('
t2-persistence-batch.pure	brace-body-to-paren	line at 3795	REJECTED	Unexpected token '('
t2-persistence-batch.pure	delete-field	doc: 'batch persister, relational sink, flat target shape';	REJECTED	Field 'doc' is required
t2-persistence-batch.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-batch.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-batch.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-batch.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-batch.pure	drop-semicolon	doc: 'batch persister, relational sink, flat target shape';	REJECTED	Unexpected token
t2-persistence-batch.pure	duplicate-field	doc: 'batch persister, relational sink, flat target shape';	REJECTED	Field 'doc' should be specified only once
t2-persistence-batch.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-batch.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-batch.pure	keyword-lowercase	AnyVersion -> anyVersion	ACCEPTED	
t2-persistence-batch.pure	keyword-lowercase	Batch -> batch	ACCEPTED	
t2-persistence-batch.pure	keyword-lowercase	Binding -> binding	ACCEPTED	
t2-persistence-batch.pure	swap-siblings	doc: 'batch persister, relational sink, flat target shape';	ACCEPTED	
t2-persistence-batch.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-batch.pure	swap-siblings	modelClass: test::persistence::ModelClass;	ACCEPTED	
t2-persistence-batch.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-persistence-context.pure	brace-body-to-paren	line at 1662	REJECTED	Unexpected token '('
t2-persistence-context.pure	brace-body-to-paren	line at 2354	REJECTED	Unexpected token '('
t2-persistence-context.pure	delete-field	import test::persistence::model::*;	ACCEPTED	
t2-persistence-context.pure	delete-field	persistence: test::persistence::TestPersistence;	REJECTED	Field 'persistence' is required
t2-persistence-context.pure	delete-field	dataProcessingUnits: 10;	REJECTED	Field 'dataProcessingUnits' is required
t2-persistence-context.pure	drop-semicolon	persistence: test::persistence::TestPersistence;	REJECTED	Unexpected token
t2-persistence-context.pure	drop-semicolon	dataProcessingUnits: 10;	REJECTED	Unexpected token
t2-persistence-context.pure	drop-semicolon	import test::persistence::model::*;	REJECTED	Unexpected token
t2-persistence-context.pure	duplicate-field	import test::persistence::model::*;	ACCEPTED	
t2-persistence-context.pure	duplicate-field	persistence: test::persistence::TestPersistence;	REJECTED	Field 'persistence' should be specified only once
t2-persistence-context.pure	duplicate-field	dataProcessingUnits: 10;	REJECTED	Field 'dataProcessingUnits' should be specified only once
t2-persistence-context.pure	island-close-plain	offset 607	ACCEPTED	
t2-persistence-context.pure	island-close-plain	offset 1171	ACCEPTED	
t2-persistence-context.pure	island-close-plain	offset 1771	REJECTED	Unexpected token
t2-persistence-context.pure	island-open-plain	offset 600	ACCEPTED	
t2-persistence-context.pure	island-open-plain	offset 1164	ACCEPTED	
t2-persistence-context.pure	island-open-plain	offset 1737	REJECTED	Unexpected token '{'. Valid alternatives: [';']
t2-persistence-context.pure	keyword-lowercase	AwsGlue -> awsGlue	ACCEPTED	
t2-persistence-context.pure	keyword-lowercase	ContextDefaultPlatform -> contextDefaultPlatform	ACCEPTED	
t2-persistence-context.pure	keyword-lowercase	ContextWithPlatform -> contextWithPlatform	ACCEPTED	
t2-persistence-context.pure	swap-siblings	store: test::persistence::TestDatabase;	ACCEPTED	
t2-persistence-context.pure	swap-siblings	store: test::persistence::TestDatabase;	ACCEPTED	
t2-persistence-context.pure	swap-siblings	persistence: test::persistence::TestPersistence;	ACCEPTED	
t2-persistence-context.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'import'. Valid alternatives: ['Text']
t2-persistence-ingestmodes.pure	brace-body-to-paren	line at 2204	REJECTED	Unexpected token '('
t2-persistence-ingestmodes.pure	brace-body-to-paren	line at 2736	REJECTED	Unexpected token '('
t2-persistence-ingestmodes.pure	brace-body-to-paren	line at 3551	REJECTED	Unexpected token '('
t2-persistence-ingestmodes.pure	delete-field	doc: 'unitemporal snapshot';	REJECTED	Field 'doc' is required
t2-persistence-ingestmodes.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-ingestmodes.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-ingestmodes.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-ingestmodes.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-ingestmodes.pure	drop-semicolon	doc: 'unitemporal snapshot';	REJECTED	Unexpected token
t2-persistence-ingestmodes.pure	duplicate-field	doc: 'unitemporal snapshot';	REJECTED	Field 'doc' should be specified only once
t2-persistence-ingestmodes.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-ingestmodes.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-ingestmodes.pure	keyword-lowercase	AppendOnly -> appendOnly	ACCEPTED	
t2-persistence-ingestmodes.pure	keyword-lowercase	AppendOnlyFiltered -> appendOnlyFiltered	ACCEPTED	
t2-persistence-ingestmodes.pure	keyword-lowercase	AppendOnlyUnfiltered -> appendOnlyUnfiltered	ACCEPTED	
t2-persistence-ingestmodes.pure	swap-siblings	doc: 'unitemporal snapshot';	ACCEPTED	
t2-persistence-ingestmodes.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-ingestmodes.pure	swap-siblings	batchIdInName: 'BATCH_IN';	ACCEPTED	
t2-persistence-ingestmodes.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-persistence-milestoning.pure	brace-body-to-paren	line at 2211	REJECTED	Unexpected token '('
t2-persistence-milestoning.pure	brace-body-to-paren	line at 3147	REJECTED	Unexpected token '('
t2-persistence-milestoning.pure	brace-body-to-paren	line at 4212	REJECTED	Unexpected token '('
t2-persistence-milestoning.pure	delete-field	doc: 'DateTime transaction milestoning, source specifies the	REJECTED	Field 'doc' is required
t2-persistence-milestoning.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-milestoning.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-milestoning.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-milestoning.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-milestoning.pure	drop-semicolon	doc: 'DateTime transaction milestoning, source specifies the	REJECTED	Unexpected token
t2-persistence-milestoning.pure	duplicate-field	doc: 'DateTime transaction milestoning, source specifies the	REJECTED	Field 'doc' should be specified only once
t2-persistence-milestoning.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-milestoning.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-milestoning.pure	keyword-lowercase	Batch -> batch	REJECTED	Unexpected token 'batch'. Valid alternatives: ['Streaming', 'Batch']
t2-persistence-milestoning.pure	keyword-lowercase	BatchId -> batchId	ACCEPTED	
t2-persistence-milestoning.pure	keyword-lowercase	BatchIdAndDateTime -> batchIdAndDateTime	ACCEPTED	
t2-persistence-milestoning.pure	swap-siblings	doc: 'DateTime transaction milestoning, source specifies the	ACCEPTED	
t2-persistence-milestoning.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-milestoning.pure	swap-siblings	dateTimeInName: 'IN_Z';	ACCEPTED	
t2-persistence-milestoning.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-persistence-relational-target.pure	brace-body-to-paren	line at 2469	REJECTED	Unexpected token '('
t2-persistence-relational-target.pure	delete-field	doc: 'relational persistence targets across every temporalit	REJECTED	Field 'doc' is required
t2-persistence-relational-target.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-relational-target.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-relational-target.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-relational-target.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-relational-target.pure	drop-semicolon	doc: 'relational persistence targets across every temporalit	REJECTED	Unexpected token
t2-persistence-relational-target.pure	duplicate-field	doc: 'relational persistence targets across every temporalit	REJECTED	Field 'doc' should be specified only once
t2-persistence-relational-target.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-relational-target.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-relational-target.pure	island-close-plain	offset 610	ACCEPTED	
t2-persistence-relational-target.pure	island-close-plain	offset 3085	REJECTED	Unexpected token
t2-persistence-relational-target.pure	island-close-plain	offset 3428	REJECTED	Unexpected token
t2-persistence-relational-target.pure	island-open-plain	offset 603	ACCEPTED	
t2-persistence-relational-target.pure	island-open-plain	offset 2785	REJECTED	Unexpected token '{'. Valid alternatives: [',', ']']
t2-persistence-relational-target.pure	island-open-plain	offset 3247	REJECTED	Unexpected token
t2-persistence-relational-target.pure	keyword-lowercase	AllowDuplicates -> allowDuplicates	ACCEPTED	
t2-persistence-relational-target.pure	keyword-lowercase	AppendOnly -> appendOnly	ACCEPTED	
t2-persistence-relational-target.pure	keyword-lowercase	BatchId -> batchId	ACCEPTED	
t2-persistence-relational-target.pure	swap-siblings	doc: 'relational persistence targets across every temporalit	ACCEPTED	
t2-persistence-relational-target.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-relational-target.pure	swap-siblings	table: TableA;	ACCEPTED	
t2-persistence-relational-target.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-persistence-serviceoutput.pure	brace-body-to-paren	line at 2191	REJECTED	Unexpected token '('
t2-persistence-serviceoutput.pure	brace-body-to-paren	line at 3681	REJECTED	Unexpected token '('
t2-persistence-serviceoutput.pure	delete-field	doc: 'TDS service outputs across every dataset-type and dedu	REJECTED	Field 'doc' is required
t2-persistence-serviceoutput.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-serviceoutput.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-serviceoutput.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-serviceoutput.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-serviceoutput.pure	drop-semicolon	doc: 'TDS service outputs across every dataset-type and dedu	REJECTED	Unexpected token
t2-persistence-serviceoutput.pure	duplicate-field	doc: 'TDS service outputs across every dataset-type and dedu	REJECTED	Field 'doc' should be specified only once
t2-persistence-serviceoutput.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-serviceoutput.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-serviceoutput.pure	keyword-lowercase	AnyVersion -> anyVersion	ACCEPTED	
t2-persistence-serviceoutput.pure	keyword-lowercase	DeleteIndicator -> deleteIndicator	ACCEPTED	
t2-persistence-serviceoutput.pure	keyword-lowercase	DeleteTargetData -> deleteTargetData	ACCEPTED	
t2-persistence-serviceoutput.pure	swap-siblings	doc: 'TDS service outputs across every dataset-type and dedu	ACCEPTED	
t2-persistence-serviceoutput.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-serviceoutput.pure	swap-siblings	deleteField: isDeleted;	ACCEPTED	
t2-persistence-serviceoutput.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-persistence-tests.pure	brace-body-to-paren	line at 1356	REJECTED	Unexpected token '('
t2-persistence-tests.pure	brace-body-to-paren	line at 3155	REJECTED	Unexpected token '('
t2-persistence-tests.pure	delete-field	doc: 'a persistence with a populated test batch';	REJECTED	Field 'doc' is required
t2-persistence-tests.pure	delete-field	trigger: Manual;	REJECTED	Field 'trigger' is required
t2-persistence-tests.pure	delete-field	service: test::persistence::Service;	REJECTED	Field 'service' is required
t2-persistence-tests.pure	drop-semicolon	trigger: Manual;	REJECTED	Unexpected token
t2-persistence-tests.pure	drop-semicolon	service: test::persistence::Service;	REJECTED	Unexpected token
t2-persistence-tests.pure	drop-semicolon	doc: 'a persistence with a populated test batch';	REJECTED	Unexpected token
t2-persistence-tests.pure	duplicate-field	doc: 'a persistence with a populated test batch';	REJECTED	Field 'doc' should be specified only once
t2-persistence-tests.pure	duplicate-field	trigger: Manual;	REJECTED	Field 'trigger' should be specified only once
t2-persistence-tests.pure	duplicate-field	service: test::persistence::Service;	REJECTED	Field 'service' should be specified only once
t2-persistence-tests.pure	island-close-plain	offset 1119	ACCEPTED	
t2-persistence-tests.pure	island-close-plain	offset 2021	REJECTED	Unexpected token '<EOF>'. Valid alternatives: ['#{', '}#', '#']
t2-persistence-tests.pure	island-close-plain	offset 2352	REJECTED	Unexpected token '<EOF>'. Valid alternatives: [',', ']']
t2-persistence-tests.pure	island-open-plain	offset 1116	ACCEPTED	
t2-persistence-tests.pure	island-open-plain	offset 1880	REJECTED	Unexpected token '{'
t2-persistence-tests.pure	island-open-plain	offset 2142	REJECTED	Unexpected token '{'
t2-persistence-tests.pure	keyword-lowercase	Delta -> delta	REJECTED	Unexpected token 'delta'. Valid alternatives: ['Snapshot', 'Delta']
t2-persistence-tests.pure	keyword-lowercase	EqualToJson -> equalToJson	REJECTED	Unknown test assertion type: equalToJson
t2-persistence-tests.pure	keyword-lowercase	ExternalFormat -> externalFormat	ACCEPTED	
t2-persistence-tests.pure	swap-siblings	doc: 'a persistence with a populated test batch';	ACCEPTED	
t2-persistence-tests.pure	swap-siblings	trigger: Manual;	ACCEPTED	
t2-persistence-tests.pure	swap-siblings	contentType: 'application/x.flatdata';	ACCEPTED	
t2-persistence-tests.pure	wrong-section	Persistence -> Text	REJECTED	Unexpected token 'Persistence'. Valid alternatives: ['Text']
t2-redshift.pure	brace-body-to-paren	line at 585	REJECTED	Unexpected token '('
t2-redshift.pure	delete-field	store: fixture::t2::Db;	ACCEPTED	
t2-redshift.pure	delete-field	type: Redshift;	REJECTED	Field 'type' is required
t2-redshift.pure	delete-field	host: 'myDBHost';	REJECTED	Field 'dbHost' is required
t2-redshift.pure	drop-semicolon	type: Redshift;	REJECTED	Unexpected token
t2-redshift.pure	drop-semicolon	host: 'myDBHost';	REJECTED	Unexpected token
t2-redshift.pure	drop-semicolon	store: fixture::t2::Db;	REJECTED	Unexpected token
t2-redshift.pure	duplicate-field	store: fixture::t2::Db;	REJECTED	Field 'store' should be specified only once
t2-redshift.pure	duplicate-field	type: Redshift;	REJECTED	Field 'type' should be specified only once
t2-redshift.pure	duplicate-field	host: 'myDBHost';	REJECTED	Field 'dbHost' should be specified only once
t2-redshift.pure	keyword-lowercase	Connection -> connection	REJECTED	'connection' is not a known section parser
t2-redshift.pure	keyword-lowercase	Redshift -> redshift	ACCEPTED	
t2-redshift.pure	keyword-lowercase	RedshiftFull -> redshiftFull	ACCEPTED	
t2-redshift.pure	swap-siblings	store: fixture::t2::Db;	ACCEPTED	
t2-redshift.pure	swap-siblings	host: 'myDBHost';	ACCEPTED	
t2-redshift.pure	swap-siblings	port: 1234;	ACCEPTED	
t2-redshift.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
t2-servicestore.pure	brace-body-to-paren	line at 3906	REJECTED	Unexpected token '('
t2-servicestore.pure	brace-body-to-paren	line at 4008	REJECTED	Unexpected token '('
t2-servicestore.pure	delete-field	description: 'a fixture service store';	ACCEPTED	
t2-servicestore.pure	delete-field	path: '/employees/{employeeId}';	REJECTED	Field 'path' is required
t2-servicestore.pure	delete-field	method: GET;	REJECTED	Field 'method' is required
t2-servicestore.pure	drop-semicolon	path: '/employees/{employeeId}';	REJECTED	Unexpected token
t2-servicestore.pure	drop-semicolon	method: GET;	REJECTED	Unexpected token
t2-servicestore.pure	drop-semicolon	description: 'a fixture service store';	REJECTED	Unexpected token
t2-servicestore.pure	duplicate-field	description: 'a fixture service store';	REJECTED	Unexpected token 'description'. Valid alternatives: ['ServiceGroup', 'Service', ')']
t2-servicestore.pure	duplicate-field	path: '/employees/{employeeId}';	REJECTED	Field 'path' should be specified only once
t2-servicestore.pure	duplicate-field	method: GET;	REJECTED	Field 'method' should be specified only once
t2-servicestore.pure	island-close-plain	offset 4303	REJECTED	Unexpected token '<EOF>'. Valid alternatives: ['Data']
t2-servicestore.pure	island-close-plain	offset 4468	REJECTED	Unexpected token '<EOF>'. Valid alternatives: ['Data']
t2-servicestore.pure	island-close-plain	offset 4685	REJECTED	Unexpected token '<EOF>'. Valid alternatives: ['Data']
t2-servicestore.pure	island-open-plain	offset 4027	REJECTED	no viable alternative at input 'ServiceStore{'
t2-servicestore.pure	island-open-plain	offset 4252	REJECTED	Unexpected token
t2-servicestore.pure	island-open-plain	offset 4418	REJECTED	Unexpected token
t2-servicestore.pure	keyword-lowercase	Binding -> binding	ACCEPTED	
t2-servicestore.pure	keyword-lowercase	Connection -> connection	ACCEPTED	
t2-servicestore.pure	keyword-lowercase	CreateEmployee -> createEmployee	ACCEPTED	
t2-servicestore.pure	paren-body-to-brace	line at 2382	REJECTED	Unexpected token '{'
t2-servicestore.pure	paren-body-to-brace	line at 3252	REJECTED	Unexpected token '{'
t2-servicestore.pure	swap-siblings	path: '/employees/{employeeId}';	ACCEPTED	
t2-servicestore.pure	swap-siblings	response: fixture::ss::Employee <- fixture::ss::Binding;	ACCEPTED	
t2-servicestore.pure	swap-siblings	path: '/create';	ACCEPTED	
t2-servicestore.pure	wrong-section	ServiceStore -> Text	REJECTED	Unexpected token 'ServiceStore'. Valid alternatives: ['Text']
t2-snowflake.pure	brace-body-to-paren	line at 2419	REJECTED	Unexpected token '('
t2-snowflake.pure	brace-body-to-paren	line at 3237	REJECTED	Unexpected token '('
t2-snowflake.pure	brace-body-to-paren	line at 3594	REJECTED	Unexpected token '('
t2-snowflake.pure	delete-field	store: fixture::sf::Db;	ACCEPTED	
t2-snowflake.pure	delete-field	type: Snowflake;	REJECTED	Field 'type' is required
t2-snowflake.pure	delete-field	name: 'test';	REJECTED	Field 'name' is required
t2-snowflake.pure	drop-semicolon	type: Snowflake;	REJECTED	Unexpected token
t2-snowflake.pure	drop-semicolon	name: 'test';	REJECTED	Unexpected token
t2-snowflake.pure	drop-semicolon	store: fixture::sf::Db;	REJECTED	Unexpected token
t2-snowflake.pure	duplicate-field	store: fixture::sf::Db;	REJECTED	Field 'store' should be specified only once
t2-snowflake.pure	duplicate-field	type: Snowflake;	REJECTED	Field 'type' should be specified only once
t2-snowflake.pure	duplicate-field	name: 'test';	REJECTED	Field 'name' should be specified only once
t2-snowflake.pure	keyword-lowercase	AppConfig -> appConfig	ACCEPTED	
t2-snowflake.pure	keyword-lowercase	Connection -> connection	ACCEPTED	
t2-snowflake.pure	keyword-lowercase	Deployment -> deployment	ACCEPTED	
t2-snowflake.pure	swap-siblings	store: fixture::sf::Db;	ACCEPTED	
t2-snowflake.pure	swap-siblings	name: 'test';	ACCEPTED	
t2-snowflake.pure	swap-siblings	account: 'account';	ACCEPTED	
t2-snowflake.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
t2-spanner.pure	brace-body-to-paren	line at 589	REJECTED	Unexpected token '('
t2-spanner.pure	delete-field	store: fixture::t2::Db;	ACCEPTED	
t2-spanner.pure	delete-field	type: Spanner;	REJECTED	Field 'type' is required
t2-spanner.pure	delete-field	projectId: 'spanner-emulator-test-1';	REJECTED	Field 'projectId' is required
t2-spanner.pure	drop-semicolon	type: Spanner;	REJECTED	Unexpected token
t2-spanner.pure	drop-semicolon	projectId: 'spanner-emulator-test-1';	REJECTED	Unexpected token
t2-spanner.pure	drop-semicolon	store: fixture::t2::Db;	REJECTED	Unexpected token
t2-spanner.pure	duplicate-field	store: fixture::t2::Db;	REJECTED	Field 'store' should be specified only once
t2-spanner.pure	duplicate-field	type: Spanner;	REJECTED	Field 'type' should be specified only once
t2-spanner.pure	duplicate-field	projectId: 'spanner-emulator-test-1';	REJECTED	Field 'projectId' should be specified only once
t2-spanner.pure	keyword-lowercase	Connection -> connection	REJECTED	'connection' is not a known section parser
t2-spanner.pure	keyword-lowercase	GCPApplicationDefaultCredentials -> gCPApplicationDefaultCredentials	REJECTED	Unsupported Authentication Strategy type 'gCPApplicationDefaultCredentials'
t2-spanner.pure	keyword-lowercase	RelationalDatabaseConnection -> relationalDatabaseConnection	REJECTED	Unsupported connection value type: relationalDatabaseConnection
t2-spanner.pure	swap-siblings	store: fixture::t2::Db;	ACCEPTED	
t2-spanner.pure	swap-siblings	projectId: 'spanner-emulator-test-1';	ACCEPTED	
t2-spanner.pure	swap-siblings	instanceId: 'test-instance-1';	ACCEPTED	
t2-spanner.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
t2-trino.pure	brace-body-to-paren	line at 1363	REJECTED	Unexpected token '('
t2-trino.pure	delete-field	store: fixture::t2::Db;	ACCEPTED	
t2-trino.pure	delete-field	type: Trino;	REJECTED	Field 'type' is required
t2-trino.pure	delete-field	host: 'trino.example.com';	REJECTED	Field 'host' is required
t2-trino.pure	drop-semicolon	type: Trino;	REJECTED	Unexpected token
t2-trino.pure	drop-semicolon	host: 'trino.example.com';	REJECTED	Unexpected token
t2-trino.pure	drop-semicolon	store: fixture::t2::Db;	REJECTED	Unexpected token
t2-trino.pure	duplicate-field	store: fixture::t2::Db;	REJECTED	Field 'store' should be specified only once
t2-trino.pure	duplicate-field	type: Trino;	REJECTED	Field 'type' should be specified only once
t2-trino.pure	duplicate-field	host: 'trino.example.com';	REJECTED	Field 'host' should be specified only once
t2-trino.pure	keyword-lowercase	Connection -> connection	REJECTED	'connection' is not a known section parser
t2-trino.pure	keyword-lowercase	RelationalDatabaseConnection -> relationalDatabaseConnection	REJECTED	Unsupported connection value type: relationalDatabaseConnection
t2-trino.pure	keyword-lowercase	Trino -> trino	ACCEPTED	
t2-trino.pure	swap-siblings	store: fixture::t2::Db;	ACCEPTED	
t2-trino.pure	swap-siblings	host: 'trino.example.com';	ACCEPTED	
t2-trino.pure	swap-siblings	port: 1234;	ACCEPTED	
t2-trino.pure	wrong-section	Connection -> Text	REJECTED	Unexpected token 'RelationalDatabaseConnection'. Valid alternatives: ['Text']
text-section.pure	brace-body-to-paren	line at 169	REJECTED	Unexpected token '('
text-section.pure	delete-field	type: 'plainText';	ACCEPTED	
text-section.pure	delete-field	content: 'A free-text element. Its body is an opaque string 	REJECTED	Field 'content' is required
