test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::milestoning::contextpropagation::testIsolationOfMilestoningFiltersUsedOnIntermediateJoinInOR	default	filter	filtered-subselect-join+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "cancelactivitiestable_0".created_by as "cancelProductActivityCreatedBy", '2015-10-16' as 	exists-material
meta::relational::tests::milestoning::contextpropagation::testLatestMilestoneDateMappedTableDateDoesNotOverrideLatestDateFromChildPropertyInPropogation	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testLatestMilestoneDateMappedTableDateDoesNotOverrideLatestDateFromChildPropertyInPropogation	default	filter	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testLatestMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInFilter	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testLatestMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInFilter	default	filter	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDateNotPropogatedThroughNonMilestonedType	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "root".id as "id" from ProductTable as "root" left outer join SystemTable as "systemtable_0" on ("root".referenceSystemName = "systemtable_0".name) left 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDateNotPropogatedThroughNonMilestonedType	default	filter+map+project	top-where-pred	select "root".id as "id" from ProductTable as "root" left outer join SystemTable as "systemtable_0" on ("root".referenceSystemName = "systemtable_0".name) left 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDateNotPropogatedThroughNonMilestonedType	default	filter+map+project	filtered-subselect-join+top-where-pred	select "ProductClassificationTable_d#2_f_d#4_d#2_f_d_m1".type_description as "productClassificationDescription", "ProductExchangeTable_d#6_d_m2_md".name as "pro	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDateNotPropogatedThroughNonMilestonedType	default	filter+map+project	on-clause-literal-pred	select "root".id as "name", "SystemDescriptionTable_d#4_f_d_d_m2_r#2".description as "sysDescription" from OrderTable as "root" left outer join ProductTable as 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInFilter	default	filter+map	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInFilter	default	filter+map	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInProject	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInProject	default	filter+map+project	top-where-pred	select "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryThroughFilterToNoArgMilestonedQpInProject	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_0".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryThroughFilterToNoArgMilestonedQpInProject	default	filter+map+project	top-where-pred	select "productclassificationtable_0".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryToNoArgMilestonedQpInFilter	default	filter+map	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryToNoArgMilestonedQpInFilter	default	filter+map	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryToProjectIsNotOverridenBySamePropertyUsedInFilterWithDifferentDateArguments	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationFromTypeQueryToProjectIsNotOverridenBySamePropertyUsedInFilterWithDifferentDateArguments	default	filter+map+project	top-where-pred	select "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificat	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationThruExistsConditionalClause	default	filter+map+project	no-sql-golden		exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationThruExistsIsIndenpendentOfDateManipulationWithinTheFilter	default	filter+map+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "root".id as "id", "productclassificationtable_2".type as "classificationType" from ProductTable as "root" left outer join (select distinct "productclass	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationThruExistsIsIndenpendentOfDateManipulationWithinTheFilter	default	filter+map+project	filtered-subselect-join+top-where-pred	select "root".id as "id", "productclassificationtable_2".type as "classificationType" from ProductTable as "root" left outer join (select distinct "productclass	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationThruFilterIsIndenpendentOfDateManipulationWithinTheFilter	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "root".id as "id", "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoneDatePropogationThruFilterIsIndenpendentOfDateManipulationWithinTheFilter	default	filter+map+project	top-where-pred	select "root".id as "id", "productclassificationtable_1".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextIsPropogatedThroughAutoMap	default	map+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "root".id as "orderId", "productclassificationtable_0".type_description as "classificationDescription" from OrderTable as "root" left outer join ProductT	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextIsPropogatedThroughAutoMap	default	map+project	filtered-subselect-join+top-where-pred	select "root".id as "orderId", "productclassificationtable_0".type_description as "classificationDescription" from OrderTable as "root" left outer join ProductT	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextIsPropogatedThroughSubType	default	map+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "root".id as "orderId", "productclassificationtable_0".type_description as "classificationDescription" from OrderTable as "root" left outer join ProductT	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextIsPropogatedThroughSubType	default	map+project	filtered-subselect-join+top-where-pred	select "root".id as "orderId", "productclassificationtable_0".type_description as "classificationDescription" from OrderTable as "root" left outer join ProductT	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextNotPropogatedThroughNonTemporalPropertiesFromAll	default	map+project	top-where-pred	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from ProductTable as "root" left outer join SystemTable as "systemtable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextNotPropogatedThroughNonTemporalPropertiesFromAll	default	map+project	top-where-pred	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from ProductTable as "root" left outer join SystemTable as "systemtable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextNotPropogatedThroughNonTemporalPropertiesFromMilestonedQualifiedProperty	default	map+project	on-clause-literal-pred	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from OrderTable as "root" left outer join ProductTable as "producttable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextNotPropogatedThroughNonTemporalPropertiesFromMilestonedQualifiedProperty	default	map+project	plain-join	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from OrderTable as "root" left outer join ProductTable as "producttable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedFromMilestoningQualifiedPropertyWithArgToNoArgMilestonedQualifiedPropertyInProjectPath	default	filter+map+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "root".name as "productName", "productexchangetable_0".name as "exchangeName" from ProductTable as "root" left outer join ProductClassificationTable as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedFromMilestoningQualifiedPropertyWithArgToNoArgMilestonedQualifiedPropertyInProjectPath	default	filter+map+project	filtered-subselect-join+top-where-pred	select "root".name as "productName", "productexchangetable_0".name as "exchangeName" from ProductTable as "root" left outer join ProductClassificationTable as "	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedThroughFilterToNoArgMilestonedQualifiedPropertyInProjectPath	default	filter+map+project	on-clause-literal-pred+top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedThroughFilterToNoArgMilestonedQualifiedPropertyInProjectPath	default	filter+map+project	top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedThroughToLeftSideOfQualifiedPropertyFilter	default	map+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "productdescriptiontable_0".description as "stockProductName" from ProductClassificationTable as "root" left outer join ProductTable as "producttable_0" 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedThroughToLeftSideOfQualifiedPropertyFilter	default	map+project	filtered-subselect-join+top-where-pred	select "productdescriptiontable_0".description as "stockProductName" from ProductClassificationTable as "root" left outer join ProductTable as "producttable_0" 	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingConstantInProjectMoveLetInBlock	default	map+project	on-clause-literal-pred+top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingConstantInProjectMoveLetInBlock	default	map+project	top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingVariableInProject	default	map+project	on-clause-literal-pred+top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingVariableInProject	default	map+project	top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingVariableInProjectMoveLetInBlock	default	map+project	no-sql-golden		exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingVariableInProjectPath	default	map+project	on-clause-literal-pred+top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextPropagatedUsingVariableInProjectPath	default	map+project	top-where-pred	select "root".name as "name", "productclassificationtable_0".type_description as "description" from ProductTable as "root" left outer join ProductClassification	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextWithLatestDateNotPropogatedThroughNonTemporalPropertiesFromAll	default	project	top-where-pred	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from ProductTable as "root" left outer join SystemTable as "systemtable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningContextWithLatestDateNotPropogatedThroughNonTemporalPropertiesFromAll	default	project	top-where-pred	select "root".id as "name", "systemdescriptiontable_0".description as "sysDescription" from ProductTable as "root" left outer join SystemTable as "systemtable_0	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersAppliedToIntermediateMilestonedJoinTablesWhereTargetTypeIsTemporalAndTargetMainTableIsNotMilestoned	default	map+project	on-clause-literal-pred	select "systemaorderdescriptiontable_0".description as "systemADescription" from OrderTable as "root" left outer join OrderToSystemADescriptions as "ordertosyst	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersAppliedToIntermediateMilestonedJoinTablesWhereTargetTypeIsTemporalAndTargetMainTableIsNotMilestoned	default	map+project	plain-join	select "systemaorderdescriptiontable_0".description as "systemADescription" from OrderTable as "root" left outer join OrderToSystemADescriptions as "ordertosyst	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersNotPropogatedFromAllToNonTemporalClassMappedToTemporalTable	default	map+project	top-where-pred	select "root".id as "name", "newactivityinfotable_0".created_by as "classificationType" from ProductTable as "root" left outer join NewActivityInfoTable as "new	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersNotPropogatedFromAllToNonTemporalClassMappedToTemporalTable	default	map+project	top-where-pred	select "root".id as "name", "newactivityinfotable_0".created_by as "classificationType" from ProductTable as "root" left outer join NewActivityInfoTable as "new	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersUsedOnIntermediateJoinOnlyFromAllToNonTemporalClassMappedToTemporalTable	default	map+project	on-clause-literal-pred+top-where-pred	select "root".id as "name", "newactivityinfotable_0".created_by as "classificationType" from ProductTable as "root" left outer join CancelActivitiesTable as "ca	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersUsedOnIntermediateJoinOnlyFromAllToNonTemporalClassMappedToTemporalTable	default	map+project	top-where-pred	select "root".id as "name", "newactivityinfotable_0".created_by as "classificationType" from ProductTable as "root" left outer join CancelActivitiesTable as "ca	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersUsedOnIntermediateJoinOnlyFromAllToNonTemporalClassMappedToTemporalTableWithFilter	default	map+project	filtered-subselect-join+top-where-pred	select "root".id as "name", "cancelactivitiestable_0".created_by as "classificationType" from ProductTable as "root" left outer join (select "cancelactivitiesta	exists-material
meta::relational::tests::milestoning::contextpropagation::testMilestoningFiltersUsedOnIntermediateJoinOnlyFromAllToNonTemporalClassMappedToTemporalTableWithFilter	default	map+project	filtered-subselect-join+top-where-pred	select "root".id as "name", "cancelactivitiestable_0".created_by as "classificationType" from ProductTable as "root" left outer join (select "cancelactivitiesta	exists-material
meta::relational::tests::milestoning::inclusive::testInFromInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testInFromInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testInFromInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_In_From_Inclusive as "bitemporalproducttable_in	exists-material
meta::relational::tests::milestoning::inclusive::testInFromInclusive	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_In_From_Inclusive as "bitemporalproducttable_in	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_In_Thru_Inclusive as "bitemporalproducttable_in	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusive	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_In_Thru_Inclusive as "bitemporalproducttable_in	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusiveUnionInThruInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id" from (select '0' as u_type, "r	exists-material
meta::relational::tests::milestoning::inclusive::testInThruInclusiveUnionInThruInclusive	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id" from (select '0' as u_type, "r	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_Out_From_Inclusive as "bitemporalproducttable_o	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusive	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_Out_From_Inclusive as "bitemporalproducttable_o	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusiveUnionOutFromInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id" from (select '0' as u_type, "r	exists-material
meta::relational::tests::milestoning::inclusive::testOutFromInclusiveUnionOutFromInclusive	default	filter	top-where-pred	select "unionBase".u_type as u_type, "unionBase"."pk_0_0" as "pk_0_0", "unionBase"."pk_0_1" as "pk_0_1", "unionBase"."id" as "id" from (select '0' as u_type, "r	exists-material
meta::relational::tests::milestoning::inclusive::testOutThruInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testOutThruInclusive	default	filter	single-table	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", '2018-05-05' as "k_processingDate", '2018-05-04' as "k_businessDate	exists-material
meta::relational::tests::milestoning::inclusive::testOutThruInclusive	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_Out_Thru_Inclusive as "bitemporalproducttable_o	exists-material
meta::relational::tests::milestoning::inclusive::testOutThruInclusive	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from MyOrderTable as "root" left outer join BiTemporalProductTable_Out_Thru_Inclusive as "bitemporalproducttable_o	exists-material
meta::relational::tests::milestoning::latestDate::testLatestIgnoredForNonMilestonedMappedBiTemporalClasses	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from OrderTable as "root" left outer join ProductTableNoMilestoning as "producttablenomilestoning_0" on ("root".pr	exists-material
meta::relational::tests::milestoning::latestDate::testLatestIgnoredForNonMilestonedMappedBiTemporalClassesWithProject	default	project	plain-join	select "producttablenomilestoning_0".type as "productType" from OrderTable as "root" left outer join ProductTableNoMilestoning as "producttablenomilestoning_0" 	exists-material
meta::relational::tests::milestoning::latestDate::testLatestIgnoredForNonMilestonedMappedBiTemporalClassesWithProject	default	project	plain-join	select "producttablenomilestoning_0".type as "type" from OrderTable as "root" left outer join ProductTableNoMilestoning as "producttablenomilestoning_0" on ("ro	exists-material
meta::relational::tests::milestoning::latestDate::testLatestIgnoredForNonMilestonedMappedClasses	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from OrderTable as "root" left outer join ProductTableNoMilestoning as "producttablenomilestoning_0" on ("root".pr	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::latestDate::testLatestIgnoredForNonMilestonedMappedClasses	default	filter	top-where-pred	select "root".id as "pk_0", "root".id as "id" from OrderTable as "root" left outer join ProductTableNoMilestoning as "producttablenomilestoning_0" on ("root".pr	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::latestDate::testMilestoningQueryWithMilestoneFilterAndDifferentDatesOnTypeWithLatestDateOnProperty	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::latestDate::testMilestoningQueryWithMilestoneFilterAndDifferentDatesOnTypeWithLatestDateOnProperty	default	filter	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	exists-material
meta::relational::tests::milestoning::latestDate::testNonMilestoningQueryWithLatestMilestoneFilterSimple	default	filter	filtered-subselect-join+top-where-pred	select "root".id as "pk_0", "root".id as "id", "root".orderDate as "orderDate" from OrderTable as "root" left outer join (select distinct "producttable_1".id fr	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::latestDate::testNonMilestoningQueryWithLatestMilestoneFilterSimple	default	filter	filtered-subselect-join+top-where-pred	select "root".id as "pk_0", "root".id as "id", "root".orderDate as "orderDate" from OrderTable as "root" left outer join (select distinct "producttable_1".id fr	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::otherwise::testAssoWithOtherwise	default	project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_0".type_description as "ok" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationt	exists-material
meta::relational::tests::milestoning::otherwise::testAssoWithOtherwise	default	project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_0".type_description as "ok" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationt	exists-material
meta::relational::tests::milestoning::otherwise::testAssoWithOtherwiseDeep	default	project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "productexchangetable_0".name as "ok" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationtable_0" on ("root"	exists-material
meta::relational::tests::milestoning::otherwise::testAssoWithOtherwiseDeep	default	project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "productexchangetable_0".name as "ok" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationtable_0" on ("root"	exists-material
meta::relational::tests::milestoning::processingDate::testProcessingTemporalAllQuery	default	map	single-table	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where "root".in_z <= '2015-10-16'	correlated-count-reducer
meta::relational::tests::milestoning::processingDate::testProcessingTemporalAllQuery	default	map	single-table	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where "root".in_z <= DATE'2015-10	correlated-count-reducer
meta::relational::tests::milestoning::processingDate::testProcessingTemporalPropertyPropagationInQuery	default	filter	exists-predicate	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where exists(select 1 from Certif	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::processingDate::testProcessingTemporalPropertyPropagationInQuery	default	filter	exists-predicate	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where exists (select 1 from Certi	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::processingDate::testProcessingTemporalPropertyQuery	default	filter	exists-predicate	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where exists(select 1 from Certif	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::processingDate::testProcessingTemporalPropertyQuery	default	filter	exists-predicate	select "root".kerberos as "pk_0", "root".kerberos as "kerberos", '2015-10-16' as "k_processingDate" from TraderTable as "root" where exists (select 1 from Certi	exists-join-form-dedup|exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeMilestoningParamPropagation	default	filter+project	top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeMilestoningParamPropagation	default	filter+project	top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeMilestoningParamUnion	default	filter+project	top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeMilestoningParamUnion	default	filter+project	top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeVariableMilestoningParamPropagation	default	filter+project	top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeVariableMilestoningParamPropagation	default	filter+project	top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeVariableMilestoningParamUnion	default	filter+project	top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testDateTimeVariableMilestoningParamUnion	default	filter+project	top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
