# REFUSAL ASYMMETRY — sources the ORACLE rejects that a lite surface accepts
# oracle-rejected 2196 | symmetric (both refuse) 1580 | asymmetric 616
# categories: m3-corroborated/document=222 m3-corroborated/document+strict=24 m3-corroborated/strict=163 m3-rejects/document=67 m3-rejects/document+strict=2 sectioned/document=41 sectioned/document+strict=19 sectioned/strict=78 
# id	category	accepting-surfaces	oracle-message
legend-engine-xts-mongodb/legend-engine-xt-nonrelationalStore-mongodb-javaPlatformBinding-pure/src/main/resources/core_nonrelational_mongodb_java_platform_binding/mongodbStoreLegendJavaPlatformBindingExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-mongodb/legend-engine-xt-nonrelationalStore-mongodb-pure/src/main/resources/core_nonrelational_mongodb/contract/storeContract.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-mongodb/legend-engine-xt-nonrelationalStore-mongodb-pure/src/main/resources/core_nonrelational_mongodb/graphFetch/mongoDBGraphFetch.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-morphir/legend-engine-xt-morphir-pure/src/main/resources/core_external_language_morphir/transformation/transform.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-openapi/legend-engine-xt-openapi-pure/src/main/resources/core_external_format_openapi/transformation/fromPure/pureToOpenApi.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-persistence/legend-engine-xt-persistence-pure/src/main/resources/core_persistence/test/example/validation_rules_test_service_tds.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$ToMultiplicityContext.getText()" because the return value of
legend-engine-xts-powerbi/legend-engine-xt-powerbi-pure/src/main/resources/core_external_format_powerbi/transformation/fromPure/pureToPBIP.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-protobuf/legend-engine-xt-protobuf-grammar/src/test/java/org/finos/legend/engine/language/protobuf3/grammar/test/TestProtobuf3.java#0	m3-rejects	document	null
legend-engine-xts-protobuf/legend-engine-xt-protobuf-grammar/src/test/java/org/finos/legend/engine/language/protobuf3/grammar/test/TestProtobuf3.java#10	m3-rejects	document	null
legend-engine-xts-protocol-java-generation/legend-engine-protocol-generation-pure/src/main/resources/core_protocol_generation/pureGeneration/graphToProtocol.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-python/legend-engine-xt-python-functions-execution/legend-engine-xt-python-functions-execution-pure/src/main/resources/core_external_python_execution/pythonExecution.pure	m3-corroborated	document	Unsupported syntax
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-PCT/legend-engine-pure-functions-relationalStore-PCT-pure/src/main/resources/core_external_test_connection/testConnection.pure	m3-corroborated	document	Unsupported syntax
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-bigquery/legend-engine-xt-relationalStore-bigquery-pure/src/main/resources/core_relational_bigquery/relational/sqlQueryToString/bigQueryExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-clickhouse/legend-engine-xt-relationalStore-clickhouse-pure/src/main/resources/core_relational_clickhouse/relational/sqlQueryToString/clickHouseExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-duckdb/legend-engine-xt-relationalStore-duckdb-pure/src/main/resources/core_relational_duckdb/relational/sqlQueryToString/duckdbExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-h2/legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation_h2/h2SqlDialect.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-h2/legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation_h2/h2SqlDialectTests.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-memsql/legend-engine-xt-relationalStore-memsql-pure/src/main/resources/core_relational_memsql/relational/sqlQueryToString/memSQLExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-oracle/legend-engine-xt-relationalStore-oracle-pure/src/main/resources/core_relational_oracle/relational/sqlQueryToString/oracleExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-postgres/legend-engine-xt-relationalStore-postgres-pure/src/main/resources/core_relational_postgres/relational/sqlQueryToString/postgresExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-presto/legend-engine-xt-relationalStore-presto-pure/src/main/resources/core_relational_presto/relational/sqlQueryToString/prestoExtension.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-snowflake/legend-engine-xt-relationalStore-snowflake-pure/src/main/resources/core_relational_snowflake/relational/tests/testSnowflakePostProcessor.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-snowflake/legend-engine-xt-relationalStore-snowflake-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation_snowflake/snowflakeSqlDialect.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$QualifiedNameContext.packagePath()" because the return value
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-sparksql/legend-engine-xt-relationalStore-sparksql-pure/src/main/resources/core_relational_sparksql/relational/sqlQueryToString/sparkSQLExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-sqlserver/legend-engine-xt-relationalStore-sqlserver-pure/src/main/resources/core_relational_sqlserver/relational/sqlQueryToString/sqlServerExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-sybase/legend-engine-xt-relationalStore-sybase-pure/src/main/resources/core_relational_sybase/relational/sqlQueryToString/sybaseASEExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-sybaseiq/legend-engine-xt-relationalStore-sybaseiq-pure/src/main/resources/core_relational_sybaseiq/relational/sqlQueryToString/sybaseIQExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-dbExtension/legend-engine-xt-relationalStore-trino/legend-engine-xt-relationalStore-trino-pure/src/main/resources/core_relational_trino/relational/sqlQueryToString/trinoExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-execution/legend-engine-xt-relationalStore-executionPlan-connection-tests/src/test/resources/snowflake-graph-fetch-model.pure	m3-rejects	document	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-postgresSql/legend-engine-xt-relationalStore-postgresSqlParser-pure/src/main/resources/core_external_store_relational_postgres_sql_parser/postgresSqlParser.pure	m3-corroborated	document	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/autogeneration/tests/relationalToPure.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/calendarAggregation/calendarAggregationPureToSQL.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/contract/storeContract.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/executionPlan/tests/m2m2rExecutionPlanTests.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/functions/tests/projection/testFilter.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/functions/tests/testExists.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/functions/tests/testIn.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/graphFetch/relationalGraphFetch.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/graphFetch/tests/testCrossStoreGraphFetch.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/graphFetch/tests/testCrossStoreUnion.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/graphFetch/tests/testOrderedCrossStoreGraphFetch.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/helperFunctions/helperFunctions.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/milestoning/tests/milestoningModel.pure	m3-corroborated	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/modelToModelToRelational/milestoned/milestonedSourceToMilestonedTargetProperty.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/modelToModelToRelational/milestoned/milestonedSourceToNonMilestonedTargetProperty.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/mutation/relationalMutation.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/mutation/relationalMutation_relation.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/cteExtractionPostProcessor.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/commonTableExpressionsPostProcessor.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/processObjectReferenceIn.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/pushFiltersDownToJoin.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/reAliasQuery.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/removeUnionOrJoinsPostProcessor.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/defaultPostProcessor/trimColumnNamePostProcessor.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/functionActivationPostProcessor/handleTimestampMismatch.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/nonExecutablePostProcessor.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/tests/testPostProcessor.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_20_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_21_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_22_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_23_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_24_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_25_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_26_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_27_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_28_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_29_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_30_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_31_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_32_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/v1_33_0/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/protocols/pure/vX_X_X/transfers/metamodel_relational.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/pureToSQLQuery/pureToSQLQuery_variant.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/pureToSQLQuery/relationalModelJoins.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlDialectTranslation/tests.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbSpecific/db2/db2Extension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbSpecific/debugPrint/debugPrintExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbSpecific/h2/h2Extension1_4_200.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/sqlQueryToString/dbSpecific/h2/h2Extension2_1_214.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tds/tests/testTDSRestrict.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/embedded/testEmbeddedMapping.pure	sectioned	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/modelJoin/testModelJoinAdvanced.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/modelJoin/testModelJoinMilestoning.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/modelJoin/testModelJoinSimple.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/modelJoin/testModelJoinUnion.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mapping/relation/relationMappingSetup.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/mft/xStore/testMappingCrossStore.pure	sectioned	document+strict	Unexpected token
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/testModel/projectionTestModel.pure	m3-corroborated	strict	Cannot invoke "org.finos.legend.engine.language.pure.grammar.from.antlr4.domain.DomainParserGrammar$ClassBodyContext.properties()" because the return value of "
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/tests/testModel/simpleTestModel.pure	m3-corroborated	document+strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-javaPlatformBinding-pure/src/main/resources/core_relational_java_platform_binding/legendJavaPlatformBinding/executionPlanNodes/graphFetch/graphFetchRelational.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-javaPlatformBinding-pure/src/main/resources/core_relational_java_platform_binding/legendJavaPlatformBinding/executionPlanNodes/relationalClassInstantiation/relationalClassResult.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-javaPlatformBinding-pure/src/main/resources/core_relational_java_platform_binding/legendJavaPlatformBinding/executionPlanTest.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-javaPlatformBinding-pure/src/main/resources/core_relational_java_platform_binding/legendJavaPlatformBinding/relationalLegendJavaPlatformBindingExtension.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation/defaults/sqlDialectDefaultsTests.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation/defaults/sqlDialectExtensionDefaults.pure	m3-corroborated	strict	null
legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-sqlDialectTranslation-pure/src/main/resources/core_external_store_relational_sql_dialect_translation/sqlDialectTranslator.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/compile/ir/project.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/compile/translate/tds.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/compile/utils.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/mapping/execution.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/mapping/schema.pure	m3-corroborated	strict	null
legend-engine-xts-relationalai/legend-engine-xt-relationalai-pure/src/main/resources/core_external_query_relationalai/rel/metamodel/rel.pure	m3-corroborated	strict	null
legend-engine-xts-service/legend-engine-language-pure-dsl-service-pure/src/main/resources/core_service/service/extension.pure	m3-corroborated	strict	null
legend-engine-xts-service/legend-engine-language-pure-dsl-service-pure/src/main/resources/core_service/service/helperFunctions.pure	sectioned	strict	null
legend-engine-xts-service/legend-engine-language-pure-dsl-service-pure/src/main/resources/core_service/service/validation.pure	m3-corroborated	strict	null
