bucket,status,family,test,file,line,detail
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testNullSafeEqualityForOptionalProperties,transform/fromPure/tests/testToSQLString.pure,771,"assertEquals: expected select ""root"".FIRSTNAME as ""name"", ""root"".AGE is not distinct from ""personTable_d#5_d#2_m1_d_m2"".AGE as ""match"" from personTable as ""root"" left outer join personTable as ""personTable_d#5_d#2_m1_d_m2"" on (""root"".MANAGERID = ""personTable_d#5_d#2_m1_d_m2"".ID), got select ""root"".FIRSTNAME as ""name"", ""root"".AGE = ""persontable_1"".AGE as ""match"" from personTable as ""root"" left oute"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testSqlGenerationDivide_AllDBs,transform/fromPure/tests/testToSQLString.pure,673,"sql-text: expected select ((1.0 * ""root"".quantity) / 1000000) from tradeTable as ""root"" left outer join (select ""root"".trade_id as trade_id, max(""root"".eventDate) as maxTradeEventDate from tradeEventTable as ""root"" group by ""root"".trade_id) as ""tradeEventViewMaxTradeEventDate_d#4_d#4_m5"" on (""root"".ID = ""tradeEventViewMaxTradeEventDate_d#4_d#4_m5"".trade_id) where ""root"".ID = 2, got select ((1.0 * "
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testToSQLStringJoinStrings,transform/fromPure/tests/testToSQLString.pure,137,"assertEquals: expected select ""root"".LEGALNAME as ""legalName"", listagg(""personTable_d#4_d_m1"".FIRSTNAME, '*') as ""employeesFirstName"" from firmTable as ""root"" left outer join personTable as ""personTable_d#4_d_m1"" on (""root"".ID = ""personTable_d#4_d_m1"".FIRMID) group by ""legalName"", got select ""root"".LEGALNAME as ""legalName"", string_agg(""persontable_0"".FIRSTNAME, '*' ORDER BY ""persontable_0"".rowid A"
4. SQL-TEXT GOLDEN ONLY (advisory),ERROR,transform/fromPure/tests,testToSQLStringWithAbs,transform/fromPure/tests/testToSQLString.pure,129,"'meta::pure::tds::groupBy_TabularDataSet_1__String_MANY__AggregateValue_MANY__TabularDataSet_1_' is not a known class, mapping, runtime, connection, or database"
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,transform/fromPure/tests,testToSQLStringWithCodeBlock,transform/fromPure/tests/testToSQLString.pure,160,"sql-only: 1 advisory golden-SQL assert(s), no row verification"
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,functions/tests,testAll,functions/tests/testConcatenate.pure,39,"Binder Error: No function matches the given name and argument types 'list_concat(JSON, JSON)'. You might need to add explicit type casts. | Candidate functions: | list_concat([ANY[]...]) -> ANY[] | | | LINE 1: SELECT UNNEST(list_concat((SELECT CASE WHEN COUNT(*) = 1 THEN MIN(json_ob... | "
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,functions/tests,testAssociationWithProjectionHandlingDups,functions/tests/testExists.pure,368,Binder Error: subqueries in lambda expressions are not supported
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,functions/tests/projection,testInWithDynaFunction,functions/tests/projection/testIn.pure,194,"Conversion Error: Could not convert string 'something' to BOOL | | LINE 3: ... = 'Y' THEN 'true' ELSE 'false' END AS BOOLEAN) IN ('false', 'something'), FALSE) AND CAST(t0.ID AS VARCHAR) = 4 | ^"
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,functions/tests/projection,testIsolationOfFiltersWithoutAlias,functions/tests/projection/testFilters.pure,95,"Invalid Input Error: More than one row returned by a subquery used as an expression - scalar subqueries can only return a single row. | | Use ""SET scalar_subquery_error_on_multiple_rows=false"" to revert to previous behavior of returning a random row."
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/mapping,testGet,tests/mapping/dynaJoin/testDynaJoin.pure,25,Binder Error: Cannot compare values of type TIMESTAMP_NS and type TIMESTAMP WITH TIME ZONE - an explicit cast is required | | LINE 3: WHERE t0.settlementDateTime <= now() | ^
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/mapping,testQuery,tests/mapping/inheritance/testInheritanceRelationalUnion.pure,47,Binder Error: Cannot compare values of type TIMESTAMP_NS and type TIMESTAMP WITH TIME ZONE - an explicit cast is required | | LINE 8: ... (t0.settlementDateTime IS NOT NULL AND t0.settlementDateTime <= now()) | ^
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/mapping/classMappingFilterWithInnerJoin,testChainedJoinsWithUnionsAndIsolationWithProjectionQueryTableFilter,tests/mapping/classMappingFilterWithInnerJoin/testClassMappingFilterWithInnerJoin.pure,80,"Binder Error: Referenced table ""t5"" not found! | Candidate tables: ""t4"" | | LINE 16: SELECT t5.name AS legalName, t5.ID AS ID_0, NULL AS ID_1 | ^"
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/mapping/sqlFunction,testProject,tests/injection/testInjection.pure,50,"Binder Error: No function matches the given name and argument types 'len(DOUBLE)'. You might need to add explicit type casts. | Candidate functions: | len(VARCHAR) -> BIGINT | len(BIT) -> BIGINT | len(ANY[]) -> BIGINT | | | LINE 1: ...(123.456 AS DOUBLE), CAST(100.001 AS DOUBLE)]), 0), coalesc"
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/mapping/union,testProjectAndFilterSamePropertySameJoinInUnion,tests/mapping/union/testUnion.pure,337,"Binder Error: Table ""t0"" does not have a column named ""firstName"" | | Candidate bindings: : ""lastName"" | | LINE 3: SELECT t0.firstName AS firstName, t0.lastName AS lastName, t1.extr... | ^"
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/query,testCollectionDistinctFunction,tests/query/testWithFunction.pure,455,Binder Error: subqueries in lambda expressions are not supported
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/query,testFilterUsingArcCosFunction,tests/query/testWithFunction.pure,377,Invalid Input Error: Unable to compute acos of 1.1
5. INVALID/UNSUPPORTED SQL WE EMITTED (DuckDB rejects),ERROR,tests/query,testFilterUsingArcSinFunction,tests/query/testWithFunction.pure,366,Invalid Input Error: Unable to compute asin of 1.1
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests,testConcatenateFlatWithOtherProperty,functions/tests/testConcatenate.pure,190,"assertEquals: expected [1, 1, 2, 2], got [1, 2]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests,testDupsFilterProject,functions/tests/testExists.pure,134,"assertEquals: expected Firm X, got [Firm X, Yes]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests,testInExecutionWithTempTableForDateTimesWithTz,functions/tests/testIn.pure,294,"assertSize: expected 5, got 0"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests,testSequenceMapWithConfusingSetImplementation,functions/tests/testMap.pure,319,"assertEquals: expected [ROOT, ok, TDSNull], got [Firm X, ok, ROOT]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests,testSubAggregationMultiLevel,functions/tests/testMap.pure,225,"assertSameElements: expected [12.0, 22.0, 22.0, 23.0, 32.0, 34.0, 35.0], got [23, 22, 12, 22, 34, 32, 35]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests/projection,testIsolatioWhereNoConstaintsAndInnerJoin,functions/tests/projection/testFilters.pure,86,"assertEquals: expected [Firm X, UK, Firm X, Europe, Firm X, Europe, Firm X, Europe, Firm A, Europe, Firm B, Europe, Firm C, Europe], got [Firm X, Europe, Firm A, Europe, Firm B, Europe, Firm C, Europe]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests/projection,testSimpleBoolean,functions/tests/projection/testQualifier.pure,31,"assertEquals: expected false, got []"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,functions/tests/projection,testTwoQualifiersUsingSameJoinWithNoUserParams,functions/tests/projection/testQualifier.pure,88,"assertSize: expected 1, got 4"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,graphFetch/tests,testGraphFetchWithTableMapperPostProcessor,graphFetch/tests/testSimpleRelationalGraphFetch.pure,568,"assertJsonStringsEqual: FIRST DIFF at $[0].employees expected 0 element(s), got 4 | expected [{legalName=Firm X, employees=[]}, {legalName=Firm A, employees=[]}, {legalName=Firm B, employees=[]}, {legalName=Firm C, employees=[]}], got [{legalName=Firm X, employees=[{firstName=Peter}, {firstName=John}, {firstName=John}, {firstName=Anthony}]}, {legalName=Firm A, employees=[{firstName=Fabrice..."
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,graphFetch/tests/union,test6,graphFetch/tests/union/testUnionPropertyLevel_Relational.pure,212,"assertJsonStringsEqual: FIRST DIFF at $[0].legalName expected Firm B, got Firm X | expected [{legalName=Firm B, employees=[{lastName=Bala, address={name=New York}}, {lastName=Raman, address={name=Hoboken}}, {lastName=Bark, address={name=New York}}, ..., got [{legalName=Firm X, employees=[{lastName=Scott, address={name=New York}}, {lastName=Anand, address={name=Hoboken}}, {lastName=Taylor, address="
6. WRONG ROWS / WRONG VALUE (real semantic defect),SHAPE,router/tests,testPrerouting42,router/tests/testPreeval.pure,63,assert form 'assertRoundTrip/3' is not supported yet
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tds/tests,testFilterOnEnum,tds/tests/testTDSFilter.pure,42,"assertEquals: expected CITY, got [New York, CITY]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests,testDynaComplexInference2,tests/testRelationalExtension.pure,294,"assertEquals: expected VARCHAR(400), got VARCHAR(200)"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests,testRelationalMapperTwoDBs,tests/testRelationalMapper.pure,140,"assertEquals: expected select ""root"".NAME as ""name"", ""synonymtable_0"".NAME as ""cusip"" from snDB.productSchemaNewDBINC.productTableNewINC as ""root"" left outer join snDB.productSchemaNewDB.synonymTableNew as ""synonymtable_0"" on (""synonymtable_0"".PRODID = ""root"".ID and ""synonymtable_0"".TYPE = 'CUSIP' and ""synonymtable_0"".ID <> 1) where ""synonymtable_0"".NAME = 'CUSIP1', got select ""root"".NAME as ""name"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests,testRelationalMapperWithJoin,tests/testRelationalMapper.pure,134,"assertEquals: expected select ""addresstable_0"".NAME as ""address"" from snDBDefault.default.firmTableNew as ""root"" left outer join snDBDefault.default.personTable as ""persontable_0"" on (""root"".ID = ""persontable_0"".FIRMID and ""persontable_0"".LASTNAME = 'Smith') left outer join snDBDefault.default.addressTable as ""addresstable_0"" on (""addresstable_0"".ID = ""persontable_0"".ADDRESSID), got select (select"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/advanced,testFilterMappingWithProjectionOverlappForcedCorrelated,tests/advanced/testForced.pure,36,"assertEquals: expected [ROOT, TDSNull, TDSNull], got [Federation, Firm X, ROOT]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/advanced,testFilterMappingWithProjectionOverlappForcedOnClause,tests/advanced/testForced.pure,42,"assertEquals: expected [ROOT, TDSNull, TDSNull], got [Federation, Firm X, ROOT]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/datatype,testSimpleTypeMappingNulls,tests/datatype/testDataTypeMapping.pure,117,"assertEquals: expected [], got null"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/embedded,testIsEmpty,functions/tests/testExists.pure,303,"assertEquals: expected name,firm\n\n, got []"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/enumeration,testProjectWithIfWhereBothSidesUseTheSameEnumMapping,tests/mapping/enumeration/testEnumerationMapping.pure,330,"assertEquals: expected [My Product, GS_NUMBER], got [My Product 2, CUSIP]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/enumeration,testProjectWithIfWhereOneSideIsEnumLiteral,tests/mapping/enumeration/testEnumerationMapping.pure,305,"assertEquals: expected [My Product, GS_NUMBER], got [My Product 2, GS_NUMBER]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/enumeration,testProjectionWithEnumThroughAssociation,tests/mapping/enumeration/testEnumerationMapping.pure,265,"assertEquals: expected [GS_NUMBER, GS_NUMBER, false], got [CUSIP, CUSIP, true]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/filter,testFilterMappingWithProjectionOverlapp,tests/mapping/filter/testFilterMappingTree.pure,49,"assertEquals: expected [ROOT, TDSNull, TDSNull], got [Federation, Firm X, ROOT]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/join,testMultipleJoinsInPropertyMappingWithDatesInClass,tests/mapping/join/testMappingAssociationToAdvancedJoin.pure,123,"assertSameElements: expected [Row1, Row2, Row3, Row1, Row2, Row3], got [Row1, Row2, Row3]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/join,testSameTableNameDifferentSchema1,tests/mapping/join/testMappingAssociationToAdvancedJoin.pure,276,"assertEquals: expected [Peter B, John B, John B, Anthony B, Oliver B, null, null], got [Peter B, John B, John B, Anthony B, Oliver B]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/modelJoin,testChainedTwoHops,tests/mapping/modelJoin/testModelJoinAdvanced.pure,189,"assertEquals: expected [Apple, null, Apple, ProjectY, Apple, ProjectX, Google, ProjectZ], got [Apple, ProjectY, Apple, ProjectX, Apple, null, Google, ProjectZ]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/relation,testDateTimeInclusiveRangeQuery,tests/mapping/relation/tests.pure,1220,"assertTdsEquivalent: expected 2 cells, got 1"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/relation,testDateTimeRetrieveWithTimeZone,tests/mapping/relation/tests.pure,1240,"assertTdsEquivalent: cell 1 expected 2016-02-05, got 2016-02-05 21:00:00.123456789"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/relation,testMappingWithWindowColumn,tests/mapping/relation/tests.pure,200,"assertEquals: expected [David, Group D, 1, Fabrice, Group C, 1, John, Group A, 2, Oliver, Group C, 2], got [David, Group D, 1, Fabrice, Group C, 1, John, Group A, 1, Oliver, Group C, 2]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/relation,testMixedMappingWithFilterInProject,tests/mapping/relation/tests.pure,179,"assertEquals: expected [David, null, Fabrice, null, John, John, Oliver, Fabrice, Oliver, Oliver], got [David, null, Fabrice, Oliver, John, John, Oliver, Oliver]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/relation,testSimpleMappingQueryWithFilterInProject,tests/mapping/relation/tests.pure,91,"assertEquals: expected [David, null, Fabrice, null, John, John, Oliver, Fabrice, Oliver, Oliver], got [David, null, Fabrice, Oliver, John, John, Oliver, Oliver]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/selfJoin,testSelfJoinPropertyMappingOverlap,tests/mapping/selfJoin/selfJoin.pure,46,"assertEquals: expected [ROOT, TDSNull, TDSNull], got [Federation, Firm X, ROOT]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/selfJoin,testSelfJoinPropertyMappingWithDynaFunction,tests/mapping/selfJoin/selfJoin.pure,64,"assertEquals: expected [ROOT, TDSNull, TDSNull, true], got [Banking_c1_c1, Firm X, ROOT, false]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/tree,testJoinIsolationDeeperTwoIsolations_LeftOuterLeftOuterThenInner,tests/mapping/tree/tree.pure,210,"assertEquals: expected [11, Alex, OrgName3, OrgName2], got [11, Alex, OrgName3, null]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/tree,testJoinIsolationDeeper_LeftOuterLeftOuterThenInner,tests/mapping/tree/tree.pure,192,"assertEquals: expected [11, OrgName3], got [11, OrgName3]"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/union/relation,testUnionTwoRelationMappings_ManyColumnProject,tests/mapping/union/relation/testRelationUnion.pure,359,"assertEquals: expected [Anand, null, Anand, null, Anand, null, Anand, null, Anand, null, Anand, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Scott, null, Scott, null, Scott, null, Scott, null, Scott, null, Scott, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Wright, null, Wright, null, Wright, null, Wrig"
6. WRONG ROWS / WRONG VALUE (real semantic defect),FAIL,tests/mapping/union/relation,testUnionTwoRelationMappings_ManyColumnProjectGeneratesSingleUnion,tests/mapping/union/relation/testRelationUnion.pure,395,"assertEquals: expected [Anand, null, Anand, null, Anand, null, Anand, null, Anand, null, Anand, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Roberts, null, Scott, null, Scott, null, Scott, null, Scott, null, Scott, null, Scott, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Taylor, null, Wright, null, Wright, null, Wright, null, Wrig"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests,testConcatenateInQualifierWithComplexReturnType,functions/tests/testConcatenate.pure,148,class-typed property '$p.address' used as a whole value is graph output (Phase H4)
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests,testInputNotIsolatedWhenPropertyPathIsToOne,functions/tests/testIsEmpty1.pure,47,emptiness check over a toOne()-pierced navigation through the ~filter-mapped set of 'firm' needs the strict-read filter hoist — not supported yet
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests,testNestedExistsWithExistsInAbstractProperty,functions/tests/testExists.pure,391,"exists/forAll predicate references column 'firm_employees', unresolvable even after isolation [param=t_n; pred=TypedNativeCall[callee=TypedFunction[qualifiedName=meta::pure::functions::collection::exists, typeParameters=[T], multiplicityParameters=[], parameters=[TypedParameter[name=value, type=Type"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests,testQualifierConcatenateTwoSimilarJoins,functions/tests/testConcatenate.pure,157,"extend/project columns [Trade ID, OE] reference names unresolvable even after isolation [col='OE' ref='subAccount_oe']"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests/projection,testChainedFiltersQuery,functions/tests/projection/testFilter.pure,47,property 'locations' of class 'meta::relational::tests::model::simple::Person' is not mapped in mapping 'meta::relational::tests::simpleRelationalMapping'
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests/projection,testQualifierWithInThroughJoin,functions/tests/projection/testIn.pure,209,derived property 'accountCategory' over a [0..1] receiver has a body outside the null-strict whitelist — empty-receiver semantics needs the presence-guarded emission (roadmap)
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests/projection,testVariableReferenceInFilterWithSameNameAsThatInParentProject,functions/tests/projection/testFunctionVariables.pure,68,store resolution left getAll(meta::relational::tests::model::simple::Person) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedLambda > TypedNativeCall > TypedMap > TypedFrom > TypedProject]
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests/projection,testVariableReferenceInMapWithNestedFilter,functions/tests/projection/testFunctionVariables.pure,89,"object-space expression node TypedFilter is not substitutable yet (H2 vocabulary): TypedFilter[source=TypedPropertyAccess[source=TypedPropertyAccess[source=TypedVariable[name=p, info=ExprType[type=ClassType[fqn=meta::relational::tests::model::simple::Person], multiplicity=Bounded[lower=1, upper=1]]]"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,functions/tests/projection,testVariableReferenceInMapWithSameNameAsThatInParentProject,functions/tests/projection/testFunctionVariables.pure,78,store resolution left getAll(meta::relational::tests::model::simple::Person) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedLambda > TypedNativeCall > TypedMap > TypedFrom > TypedProject]
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,graphFetch/tests,testCrossMappingJsonToDBWithExplosion,graphFetch/tests/testCrossStoreGraphFetch.pure,928,class 'meta::pure::graphFetch::tests::XStore::inMemoryAndRelational::T_Trade' is not mapped in mapping 'meta::pure::graphFetch::tests::XStore::inMemoryAndRelational::crossMapping5' (M2M explosion 'tradeId*' is a roadmap feature (index-aligned zip fan-out — one target instance per source element); ma
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,graphFetch/tests,testCrossMappingWithRelOpWithJoinKeys,graphFetch/tests/testCrossDatabaseGraphFetch.pure,133,association 'meta::relational::graphFetch::tests::crossDatabase::EmploymentAssociation' is not mapped in mapping 'meta::relational::graphFetch::tests::crossDatabase::CrossMappingWithRelOpWithJoinKeys' (association 'meta::relational::graphFetch::tests::crossDatabase::EmploymentAssociation': $that.ceo
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,milestoning/tests,testBusinessDateInjectionFromVarReferenceInProjectUsingExternalFunction,milestoning/tests/testBusinessDateMilestoning.pure,588,milestoned property access 'product' on a NESTED navigation is not supported yet
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,router/tests,testRoutingWithSubtypePropagation,router/tests/testRouting.pure,206,multi-hop navigation employees.stc_meta__relational__tests__model__simple__PersonExtension___manager.stc_meta__relational__tests__model__simple__PersonExtension___firstName through an embedded/slot head is not supported yet [assocs=[employees]; head subNavs=[]; head binding=TypedPropertyAccess]
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tds/tests,columnValueDifferenceTest,tds/tests/testTdsExtension.pure,64,store resolution left getAll(meta::relational::tests::model::simple::Trade) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedMap > TypedLambda > TypedNativeCall > TypedCollection > TypedPropertyAccess > TypedFrom > TypedSort > TypedConcate
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tds/tests,columnValueDifferenceWithoutPrevalTest,tds/tests/testTdsExtension.pure,156,store resolution left getAll(meta::relational::tests::model::simple::Trade) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedMap > TypedLambda > TypedNativeCall > TypedCollection > TypedPropertyAccess > TypedFrom > TypedSort > TypedConcate
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,testDataGeneration/tests,testInheritanceMultipleLevel,testDataGeneration/tests/testDataGeneration.pure,216,"multi-hop navigation vehicles#f1.stc_meta__relational__tests__model__inheritance__Bicycle___person.name through an embedded/slot head is not supported yet [assocs=[vehicles#f0, vehicles#f1]; head subNavs=[]; head binding=ABSENT]"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,testDataGeneration/tests,testUnionToUnion,lineage/scanRelations/scanRelationsTests.pure,303,class 'meta::relational::tests::model::simple::Firm' is not mapped in mapping 'meta::relational::tests::mapping::union::unionMappingWithEmbeddedProperty2' (Embedded sub-PM 'employees' collides with an existing pipeline slot of the same name; distinct same-named class-typed joins across embedded leve
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/advanced,isolationTest,tests/advanced/testForcedSelfJoin.pure,121,"multi-hop navigation employees.group.children#f0.name through an embedded/slot head is not supported yet [assocs=[employees]; head subNavs=[product, group]; head binding=TypedPropertyAccess]"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/advanced,relationalResultSourcingOfDateList,tests/advanced/testRelationalResultSourcing.pure,44,"object-space expression node TypedLimit is not substitutable yet (H2 vocabulary): TypedLimit[source=TypedNativeCall[callee=TypedFunction[qualifiedName=meta::pure::functions::collection::distinct, typeParameters=[T], multiplicityParameters=[], parameters=[TypedParameter[name=s, type=TypeVar[name=T], "
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/advanced,testQualifierWithIsolation,tests/advanced/testQueryStructure.pure,224,extend/project columns [firm] reference names unresolvable even after isolation [col='firm' ref='firm']
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/advanced,testQualifierWithIsolationXX,tests/advanced/testQueryStructure.pure,240,extend/project columns [firm] reference names unresolvable even after isolation [col='firm' ref='firm']
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/injection,testProjectThroughAssociation,tests/injection/testInjection.pure,57,"object-space expression node TypedFilter is not substitutable yet (H2 vocabulary): TypedFilter[source=TypedPropertyAccess[source=TypedPropertyAccess[source=TypedVariable[name=b, info=ExprType[type=ClassType[fqn=meta::relational::tests::injection::model::Book], multiplicity=Bounded[lower=1, upper=1]]"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/injection,testProjectThroughAssociationAutoMap,tests/injection/testInjection.pure,64,"object-space expression node TypedFilter is not substitutable yet (H2 vocabulary): TypedFilter[source=TypedPropertyAccess[source=TypedPropertyAccess[source=TypedVariable[name=b, info=ExprType[type=ClassType[fqn=meta::relational::tests::injection::model::Book], multiplicity=Bounded[lower=1, upper=1]]"
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/embedded,testDenormMappingWithQualifierWithIfAndEquals,tests/mapping/embedded/testEmbeddedMapping.pure,162,derived property 'isFirmX' over a [0..1] receiver has a body outside the null-strict whitelist — empty-receiver semantics needs the presence-guarded emission (roadmap)
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/embedded,testExists,tests/mapping/embedded/testEmbeddedMapping.pure,183,class-typed property '$p.firm' used as a whole value is graph output (Phase H4)
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/embedded,testProjectionOtherwiseNonPrimitive,tests/mapping/embedded/testEmbeddedOtherwiseMapping.pure,79,multi-hop navigation bondDetails.bondClassification.type through an embedded/slot head is not supported yet [assocs=[bondDetails]; head subNavs=[holder]; head binding=TypedNativeCall]
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/join,testChainedInnerJoinsWithQualifierInGroupBy,tests/mapping/join/testMappingAssociationToAdvancedJoin.pure,265,filtered-navigation leaf 'extraInformation' reads a join slot of 'meta::relational::tests::model::simple::Person' — slot-demanding leaves under value-position filters are not supported yet
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/modelJoin,testDerivedPropertyInCondition,tests/mapping/modelJoin/testModelJoinSimple.pure,389,association 'meta::relational::tests::mapping::modelJoin::domain::Person_Firm' is not mapped in mapping 'meta::relational::tests::mapping::modelJoin::simple::DerivedPropertyConditionMapping' (association 'meta::relational::tests::mapping::modelJoin::domain::Person_Firm': $employees.fullName has no c
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/modelJoin,testNestedModelJoinCompoundInnerCondition,tests/mapping/modelJoin/testModelJoinAdvanced.pure,1196,association 'meta::relational::tests::mapping::modelJoin::domain::Person_Firm' is not mapped in mapping 'meta::relational::tests::mapping::modelJoin::advanced::NestedModelJoinWithPropertyAccess' (association 'meta::relational::tests::mapping::modelJoin::domain::Person_Address': $person.profile has n
7. RESOLVER GAP (H-phase: substitution/navigation/mapping dispatch),ERROR,tests/mapping/modelJoin,testQualifiedPropertyInQuery,tests/mapping/modelJoin/testModelJoinAdvanced.pure,1353,nested navigation 'address.city' inside an exists/isEmpty predicate is not supported yet
